0.101276,0.081494,0.073196,0.102264,0.118483,0.099276,0.089346,0.136008,0.156885,0.132409,0.109051,0.094018,0.083199,0.098052,0.061385,0.022323

1.602050,1.250830,1.133605,1.563685,1.795875,1.484163,1.340193,2.124571,2.428913,2.027041,1.727423,1.477277,1.274481,1.521835,0.994609,0.358352

1.409193,1.116890,1.044033,1.397537,1.600393,1.310681,1.146276,1.922407,2.247305,1.946347,1.688731,1.441521,1.309349,1.536294,1.019215,0.311384

0.822571,0.669292,0.576692,0.824394,0.960169,0.819376,0.710872,1.143450,1.363304,1.221033,0.957480,0.837888,0.748144,0.844316,0.509462,0.155059

0.055517,0.048027,0.042733,0.061013,0.071598,0.061178,0.054247,0.088408,0.105380,0.092109,0.077016,0.066867,0.059486,0.068680,0.045113,0.015770

0.104008,0.088124,0.080355,0.111179,0.136069,0.117665,0.104778,0.168065,0.202411,0.179654,0.148287,0.127290,0.110226,0.126717,0.083203,0.024916

0.128566,0.110644,0.096107,0.138336,0.164286,0.137116,0.123061,0.198284,0.241921,0.213915,0.178002,0.151463,0.134277,0.145460,0.087251,0.024469

0.647862,0.548970,0.506308,0.700179,0.831222,0.704484,0.633494,1.053955,1.260429,1.116609,0.955165,0.847261,0.753742,0.828029,0.592976,0.219520

0.368255,0.328264,0.313031,0.434120,0.482110,0.406766,0.352894,0.589791,0.730899,0.632289,0.507172,0.434274,0.385560,0.428507,0.267238,0.073924

0.212096,0.171859,0.148319,0.215574,0.263690,0.223833,0.203640,0.327049,0.398884,0.350263,0.300874,0.255207,0.227403,0.246644,0.156610,0.048262

0.059968,0.049720,0.045874,0.063516,0.074112,0.063682,0.056585,0.095198,0.114663,0.099113,0.084065,0.072468,0.064473,0.071649,0.044795,0.014201

0.120739,0.101919,0.093099,0.129941,0.154653,0.129027,0.116367,0.186683,0.237811,0.211314,0.178799,0.151712,0.132238,0.147010,0.085011,0.027376

0.170031,0.144135,0.127730,0.182765,0.209583,0.177159,0.158260,0.249986,0.305100,0.271741,0.232344,0.200150,0.172320,0.193210,0.126239,0.040517

0.030931,0.025950,0.022330,0.032237,0.038892,0.034157,0.029339,0.048179,0.058788,0.053087,0.046137,0.040478,0.035091,0.038421,0.024088,0.007881

0.057265,0.046329,0.043867,0.059295,0.072088,0.064195,0.054923,0.087684,0.105339,0.097146,0.084198,0.071673,0.059575,0.062836,0.037274,0.011118

0.260483,0.234418,0.204275,0.301741,0.368227,0.312396,0.274825,0.436191,0.557450,0.488858,0.413844,0.358923,0.298714,0.310691,0.196653,0.063452

0.232050,0.192445,0.170979,0.254282,0.319690,0.282727,0.248518,0.377132,0.466176,0.423664,0.353209,0.326390,0.272265,0.287200,0.169833,0.052576

0.364229,0.303904,0.278600,0.406021,0.498726,0.446299,0.398967,0.630857,0.781851,0.721132,0.607945,0.555534,0.499170,0.581524,0.488986,0.245647

1.277085,1.107515,1.016020,1.504671,1.835404,1.646010,1.480795,2.206237,2.815506,2.560656,2.046513,1.798108,1.514978,1.650072,1.047646,0.313665

0.047869,0.040555,0.035509,0.053159,0.063929,0.055136,0.051399,0.078538,0.102797,0.092212,0.078060,0.070720,0.059078,0.068422,0.047600,0.017383

0.066834,0.054836,0.048141,0.069880,0.087155,0.075357,0.067798,0.101395,0.128718,0.115608,0.094739,0.081470,0.068506,0.072673,0.045420,0.011327

0.205199,0.179248,0.153044,0.218342,0.264438,0.229677,0.199320,0.305923,0.379475,0.339641,0.287985,0.239552,0.192265,0.210084,0.137474,0.044785

0.071502,0.061847,0.055535,0.082344,0.098658,0.087181,0.077409,0.113707,0.140298,0.125474,0.110947,0.096466,0.080723,0.088555,0.054633,0.016732

0.903245,0.792245,0.725805,1.043940,1.246186,1.083463,0.982485,1.449518,1.780717,1.606816,1.433301,1.241404,1.026028,1.086620,0.665166,0.202495

0.142440,0.121983,0.110676,0.168831,0.203695,0.178508,0.155563,0.221114,0.265726,0.235457,0.203570,0.174167,0.144508,0.155585,0.097469,0.030585

0.056213,0.048948,0.043620,0.064247,0.077342,0.067454,0.060919,0.091210,0.111420,0.102210,0.084210,0.074121,0.061919,0.067628,0.045773,0.016511

0.121473,0.115621,0.113423,0.152234,0.199155,0.180088,0.159908,0.226896,0.287767,0.260146,0.212816,0.190166,0.165101,0.172066,0.112658,0.034557

0.203734,0.173985,0.163471,0.238450,0.283446,0.252846,0.233365,0.336411,0.437508,0.396830,0.333628,0.282329,0.246173,0.259247,0.162272,0.049341

0.695044,0.606627,0.560995,0.816948,1.053776,0.942364,0.848826,1.233240,1.577636,1.420178,1.190841,1.021828,0.846790,0.939104,0.622508,0.174372

0.019903,0.016656,0.015052,0.022301,0.027750,0.025051,0.022494,0.032162,0.041357,0.038452,0.032594,0.029126,0.023190,0.026207,0.016960,0.005414

0.032760,0.030118,0.026829,0.038463,0.046363,0.040647,0.036940,0.051541,0.065522,0.058196,0.049204,0.042912,0.035066,0.038287,0.025058,0.007882

0.150507,0.136833,0.125565,0.178616,0.218072,0.189459,0.175679,0.235082,0.306540,0.275367,0.241331,0.201869,0.165216,0.178539,0.119091,0.032913

0.027881,0.024291,0.022812,0.031820,0.039357,0.034779,0.031264,0.043179,0.053340,0.047875,0.041751,0.035948,0.030135,0.031865,0.020636,0.006260

0.047495,0.043450,0.040380,0.059045,0.075170,0.064096,0.058326,0.077296,0.095784,0.089216,0.074118,0.059695,0.052370,0.054208,0.036716,0.011985

0.050909,0.047103,0.042598,0.057347,0.068783,0.059947,0.054598,0.072542,0.089902,0.079709,0.067984,0.057490,0.049729,0.052882,0.037912,0.013034

0.161146,0.138207,0.124677,0.182082,0.214610,0.191318,0.168938,0.234098,0.291367,0.268078,0.236209,0.190891,0.171678,0.178729,0.118426,0.040969

